ad_creative_body,ad_delivery_start_time,funding_entity,spend/lower_bound,spend/upper_bound,impressions/lower_bound,impressions/upper_bound,region_distribution/0/percentage,region_distribution/0/region,region_distribution/1/percentage,region_distribution/1/region,region_distribution/2/percentage,region_distribution/2/region,region_distribution/3/percentage,region_distribution/3/region,region_distribution/4/percentage,region_distribution/4/region,region_distribution/5/percentage,region_distribution/5/region,region_distribution/6/percentage,region_distribution/6/region,region_distribution/7/percentage,region_distribution/7/region,region_distribution/8/percentage,region_distribution/8/region,region_distribution/9/percentage,region_distribution/9/region,region_distribution/10/percentage,region_distribution/10/region,region_distribution/11/percentage,region_distribution/11/region,region_distribution/12/percentage,region_distribution/12/region,region_distribution/13/percentage,region_distribution/13/region,region_distribution/14/percentage,region_distribution/14/region,region_distribution/15/percentage,region_distribution/15/region,region_distribution/16/percentage,region_distribution/16/region,region_distribution/17/percentage,region_distribution/17/region,region_distribution/18/percentage,region_distribution/18/region,region_distribution/19/percentage,region_distribution/19/region,region_distribution/20/percentage,region_distribution/20/region,region_distribution/21/percentage,region_distribution/21/region,region_distribution/22/percentage,region_distribution/22/region,region_distribution/23/percentage,region_distribution/23/region,region_distribution/24/percentage,region_distribution/24/region,region_distribution/25/percentage,region_distribution/25/region,region_distribution/26/percentage,region_distribution/26/region,region_distribution/27/percentage,region_distribution/27/region,region_distribution/28/percentage,region_distribution/28/region,region_distribution/29/percentage,region_distribution/29/region,region_distribution/30/percentage,region_distribution/30/region,region_distribution/31/percentage,region_distribution/31/region,region_distribution/32/percentage,region_distribution/32/region,region_distribution/33/percentage,region_distribution/33/region,region_distribution/34/percentage,region_distribution/34/region,region_distribution/35/percentage,region_distribution/35/region,region_distribution/36/percentage,region_distribution/36/region,region_distribution/37/percentage,region_distribution/37/region,region_distribution/38/percentage,region_distribution/38/region,region_distribution/39/percentage,region_distribution/39/region,region_distribution/40/percentage,region_distribution/40/region,region_distribution/41/percentage,region_distribution/41/region,region_distribution/42/percentage,region_distribution/42/region,region_distribution/43/percentage,region_distribution/43/region,region_distribution/44/percentage,region_distribution/44/region,region_distribution/45/percentage,region_distribution/45/region,region_distribution/46/percentage,region_distribution/46/region,region_distribution/47/percentage,region_distribution/47/region,region_distribution/48/percentage,region_distribution/48/region,region_distribution/49/percentage,region_distribution/49/region,region_distribution/50/percentage,region_distribution/50/region,region_distribution/51/percentage,region_distribution/51/region,region_distribution/52/percentage,region_distribution/52/region,region_distribution/53/percentage,region_distribution/53/region,region_distribution/54/percentage,region_distribution/54/region,region_distribution/55/percentage,region_distribution/55/region,region_distribution/56/percentage,region_distribution/56/region,region_distribution/57/percentage,region_distribution/57/region,region_distribution/58/percentage,region_distribution/58/region,region_distribution/59/percentage,region_distribution/59/region,region_distribution/60/percentage,region_distribution/60/region,region_distribution/61/percentage,region_distribution/61/region,region_distribution/62/percentage,region_distribution/62/region,region_distribution/63/percentage,region_distribution/63/region,region_distribution/64/percentage,region_distribution/64/region,region_distribution/65/percentage,region_distribution/65/region,region_distribution/66/percentage,region_distribution/66/region,region_distribution/67/percentage,region_distribution/67/region,region_distribution/68/percentage,region_distribution/68/region,region_distribution/69/percentage,region_distribution/69/region,region_distribution/70/percentage,region_distribution/70/region,region_distribution/71/percentage,region_distribution/71/region,region_distribution/72/percentage,region_distribution/72/region,region_distribution/73/percentage,region_distribution/73/region,region_distribution/74/percentage,region_distribution/74/region,region_distribution/75/percentage,region_distribution/75/region,region_distribution/76/percentage,region_distribution/76/region,region_distribution/77/percentage,region_distribution/77/region,region_distribution/78/percentage,region_distribution/78/region,region_distribution/79/percentage,region_distribution/79/region,region_distribution/80/percentage,region_distribution/80/region,region_distribution/81/percentage,region_distribution/81/region,region_distribution/82/percentage,region_distribution/82/region,region_distribution/83/percentage,region_distribution/83/region,region_distribution/84/percentage,region_distribution/84/region,region_distribution/85/percentage,region_distribution/85/region,region_distribution/86/percentage,region_distribution/86/region,region_distribution/87/percentage,region_distribution/87/region,region_distribution/88/percentage,region_distribution/88/region,region_distribution/89/percentage,region_distribution/89/region,region_distribution/90/percentage,region_distribution/90/region,region_distribution/91/percentage,region_distribution/91/region,region_distribution/92/percentage,region_distribution/92/region,region_distribution/93/percentage,region_distribution/93/region,region_distribution/94/percentage,region_distribution/94/region,region_distribution/95/percentage,region_distribution/95/region,region_distribution/96/percentage,region_distribution/96/region,region_distribution/97/percentage,region_distribution/97/region,region_distribution/98/percentage,region_distribution/98/region,region_distribution/99/percentage,region_distribution/99/region,region_distribution/100/percentage,region_distribution/100/region,region_distribution/101/percentage,region_distribution/101/region,region_distribution/102/percentage,region_distribution/102/region,region_distribution/103/percentage,region_distribution/103/region,region_distribution/104/percentage,region_distribution/104/region,region_distribution/105/percentage,region_distribution/105/region,region_distribution/106/percentage,region_distribution/106/region,region_distribution/107/percentage,region_distribution/107/region,region_distribution/108/percentage,region_distribution/108/region,region_distribution/109/percentage,region_distribution/109/region,region_distribution/110/percentage,region_distribution/110/region,region_distribution/111/percentage,region_distribution/111/region,region_distribution/112/percentage,region_distribution/112/region,region_distribution/113/percentage,region_distribution/113/region,region_distribution/114/percentage,region_distribution/114/region,region_distribution/115/percentage,region_distribution/115/region,region_distribution/116/percentage,region_distribution/116/region,region_distribution/117/percentage,region_distribution/117/region,region_distribution/118/percentage,region_distribution/118/region,region_distribution/119/percentage,region_distribution/119/region,region_distribution/120/percentage,region_distribution/120/region,region_distribution/121/percentage,region_distribution/121/region,region_distribution/122/percentage,region_distribution/122/region,region_distribution/123/percentage,region_distribution/123/region,region_distribution/124/percentage,region_distribution/124/region,region_distribution/125/percentage,region_distribution/125/region,region_distribution/126/percentage,region_distribution/126/region,region_distribution/127/percentage,region_distribution/127/region
"""The New York Times writes that, “What brought him to a crowded shopping center in El Paso is one of the many questions on the minds of investigators.” Is that so say I with my GED and my certificate as a backhoe operator under my belt? I’ll tell you what brought him, Latinos, he wanted to kill some..."" Sean Throne Greg Bartik Jason O'Neal Heather Sandoval Mic Craig Frank Hammer John Pickard Peter Doyle Mark Langabeer Harry Hutchinson John Coombes John Reynolds Nicole McCormick Rebecca Fligelman Garelli Tia Kurtisnger-Edison Ivonne Rovira Gay Adelmann Jack Gerson Joel Graham Schor Michael Benca Monica Aeriel Cade Janelle Aguirre Reyna Aguirre Angelica Garcia AngeLica Sifuentes Ricardo Zavala Roger Martinez Cliff Willmeng Eddie Asher Chanelle Helm Cynthia Chandler Oscar Cynthia Conti Chabre",2019-08-04T15:58:03+0000,Facts For Working People,0,99,1000,4999,0.014467,Alabama,0.01085,South Carolina,0.003358,New Hampshire,0.017567,New Jersey,0.008008,New Mexico,0.052183,New York,0.023508,North Carolina,0.058641,Ohio,0.014983,Oklahoma,0.025575,Oregon,0.045725,Pennsylvania,0.008008,Rhode Island,0.00465,South Dakota,0.009558,Nebraska,0.02015,Tennessee,0.045983,Texas,0.002842,Utah,0.003617,Vermont,0.0124,Virginia,0.033066,Washington,0.014467,West Virginia,0.031,Wisconsin,0.002067,Wyoming,0.00155,Idaho,0.003875,Nevada,0.00465,Montana,0.005425,Alaska,0.066391,Illinois,0.0217,Arizona,0.005942,Arkansas,0.095324,California,0.011108,Colorado,0.008525,Connecticut,0.001033,Delaware,0.000775,"Washington, District of Columbia",0.037716,Florida,0.019633,Georgia,0.004392,Hawaii,0.038233,Indiana,0.025058,Missouri,0.013433,Iowa,0.010333,Kansas,0.030225,Kentucky,0.011367,Louisiana,0.004908,Maine,0.0093,Maryland,0.027641,Massachusetts,0.057866,Michigan,0.013433,Minnesota,0.005942,Mississippi,0.00155,North Dakota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"On Saturday, a right-wing terrorist shot up a Walmart in Texas. Hours later, there was another shooting in Ohio. Republican senators immediately jumped in to offer their thoughts and prayers. But not a single one of them will do anything about the epidemic of gun violence.

Here’s your chance to fight the NRA, and we need all hands on deck: We setup a page to donate to the future Democratic opponents of ten Republican senators who took NRA money. All donations will go straight to the Democratic nominees in each race. Please rush a donation right now:",2019-08-04T13:36:05+0000,Be a Hero PAC. Not authorized by any candidate or candidate’s committee.,100,499,10000,49999,0.007616,Alabama,0.034981,Pennsylvania,0.006465,Nevada,0.008059,New Hampshire,0.021343,New Jersey,0.00921,New Mexico,0.059068,New York,0.037726,North Carolina,0.001417,North Dakota,0.026036,Ohio,0.008502,Oklahoma,0.026125,Oregon,0.004516,Rhode Island,0.005402,Montana,0.009122,South Carolina,0.002568,South Dakota,0.016206,Tennessee,0.049947,Texas,0.006465,Utah,0.003365,Vermont,0.033121,Virginia,0.043748,Washington,0.003897,West Virginia,0.02152,Wisconsin,0.005579,Nebraska,0.016826,Missouri,0.004251,Alaska,0.005668,Idaho,0.030198,Arizona,0.007085,Arkansas,0.124159,California,0.025682,Colorado,0.014346,Connecticut,0.003897,Delaware,0.005491,"Washington, District of Columbia",0.067836,Florida,0.020546,Georgia,0.005579,Hawaii,0.034626,Illinois,0.002391,Mississippi,0.015055,Indiana,0.01293,Iowa,0.010096,Kansas,0.011335,Kentucky,0.005402,Louisiana,0.00859,Maine,0.022405,Maryland,0.035512,Massachusetts,0.030464,Michigan,0.026213,Minnesota,0.001417,Wyoming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"On Saturday, a right-wing terrorist shot up a Walmart in Texas. Hours later, there was another shooting in Ohio. Republican senators immediately jumped in to offer their thoughts and prayers. But not a single one of them will do anything about the epidemic of gun violence.

Here’s your chance to fight the NRA, and we need all hands on deck: We setup a page to donate to the future Democratic opponents of ten Republican senators who took NRA money. All donations will go straight to the Democratic nominees in each race. Please rush a donation right now:",2019-08-04T13:35:31+0000,Be a Hero PAC. Not authorized by any candidate or candidate’s committee.,0,99,1000,4999,0.000587,Mississippi,0.014093,Wisconsin,0.004698,Oklahoma,0.044627,Oregon,0.02936,Pennsylvania,0.006459,Rhode Island,0.008221,South Carolina,0.006459,Tennessee,0.035819,Texas,0.006459,Vermont,0.021139,Virginia,0.055197,Washington,0.000587,Wyoming,0.024075,North Carolina,0.004698,Arkansas,0.01879,"Washington, District of Columbia",0.008221,Kentucky,0.002936,Louisiana,0.009395,Maine,0.002936,Montana,0.001174,Nebraska,0.008221,Nevada,0.002349,South Dakota,0.004698,Utah,0.019965,Ohio,0.106283,New York,0.001762,North Dakota,0.005285,Idaho,0.006459,Alabama,0.003523,Alaska,0.01879,Arizona,0.217851,California,0.027598,Colorado,0.014093,Connecticut,0.001762,Delaware,0.032883,Florida,0.012918,Georgia,0.005872,Hawaii,0.035232,Illinois,0.012331,New Mexico,0.009982,Indiana,0.007634,Iowa,0.004698,Kansas,0.019378,Maryland,0.041104,Massachusetts,0.02936,Michigan,0.011744,Minnesota,0.009982,Missouri,0.004698,New Hampshire,0.015854,New Jersey,0.001762,West Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"On Saturday, a right-wing terrorist shot up a Walmart in Texas. Hours later, there was another shooting in Ohio. Republican senators immediately jumped in to offer their thoughts and prayers. But not a single one of them will do anything about the epidemic of gun violence.

Here’s your chance to fight the NRA, and we need all hands on deck: We setup a page to donate to the future Democratic opponents of ten Republican senators who took NRA money. All donations will go straight to the Democratic nominees in each race. Please rush a donation right now:",2019-08-04T13:35:31+0000,Be a Hero PAC. Not authorized by any candidate or candidate’s committee.,100,499,5000,9999,0.005516,Alabama,0.004556,Rhode Island,0.011031,New Hampshire,0.023741,New Jersey,0.008393,New Mexico,0.083453,New York,0.023981,North Carolina,0.000959,North Dakota,0.065228,Ohio,0.004556,Oklahoma,0.023261,Oregon,0.030216,Pennsylvania,0.008873,South Carolina,0.001679,Nebraska,0.001679,South Dakota,0.01295,Tennessee,0.036691,Texas,0.007194,Utah,0.007194,Vermont,0.02518,Virginia,0.045084,Washington,0.003597,West Virginia,0.017026,Wisconsin,0.001918,Wyoming,0.006954,Nevada,0.003597,Montana,0.022542,Arizona,0.033333,Illinois,0.003597,Arkansas,0.164269,California,0.022542,Colorado,0.017266,Connecticut,0.003597,Delaware,0.007194,"Washington, District of Columbia",0.041247,Florida,0.015348,Georgia,0.005036,Hawaii,0.001918,Idaho,0.01295,Indiana,0.01247,Missouri,0.008873,Iowa,0.004796,Kansas,0.029976,Kentucky,0.003837,Louisiana,0.013189,Maine,0.019904,Maryland,0.043165,Massachusetts,0.025899,Michigan,0.019904,Minnesota,0.000719,Mississippi,0.001918,Alaska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"On Saturday, a right-wing terrorist shot up a Walmart in Texas. Hours later, there was another shooting in Ohio. Republican senators immediately jumped in to offer their thoughts and prayers. But not a single one of them will do anything about the epidemic of gun violence.

Here’s your chance to fight the NRA, and we need all hands on deck: We setup a page to donate to the future Democratic opponents of ten Republican senators who took NRA money. All donations will go straight to the Democratic nominees in each race. Please rush a donation right now:",2019-08-04T13:35:31+0000,Be a Hero PAC. Not authorized by any candidate or candidate’s committee.,100,499,10000,49999,0.009305,Alabama,0.040483,Pennsylvania,0.008058,Nevada,0.006523,New Hampshire,0.022256,New Jersey,0.010073,New Mexico,0.061205,New York,0.038661,North Carolina,0.002111,North Dakota,0.030315,Ohio,0.008442,Oklahoma,0.026477,Oregon,0.004893,Rhode Island,0.004221,Montana,0.012375,South Carolina,0.003166,South Dakota,0.019378,Tennessee,0.049501,Texas,0.005372,Utah,0.004317,Vermont,0.029068,Virginia,0.040004,Washington,0.003645,West Virginia,0.02005,Wisconsin,0.00355,Nebraska,0.016213,Missouri,0.00307,Alaska,0.005948,Idaho,0.026094,Arizona,0.007099,Arkansas,0.127878,California,0.024847,Colorado,0.013718,Connecticut,0.004221,Delaware,0.005084,"Washington, District of Columbia",0.064754,Florida,0.024942,Georgia,0.007579,Hawaii,0.032425,Illinois,0.003645,Mississippi,0.01746,Indiana,0.010936,Iowa,0.008346,Kansas,0.014198,Kentucky,0.005756,Louisiana,0.011224,Maine,0.018803,Maryland,0.031754,Massachusetts,0.0283,Michigan,0.021201,Minnesota,0.001055,Wyoming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"On Saturday, a right-wing terrorist shot up a Walmart in Texas. Hours later, there was another shooting in Ohio. Republican senators immediately jumped in to offer their thoughts and prayers. But not a single one of them will do anything about the epidemic of gun violence.

Here’s your chance to fight the NRA, and we need all hands on deck: We setup a page to donate to the future Democratic opponents of ten Republican senators who took NRA money. All donations will go straight to the Democratic nominees in each race. Please rush a donation right now:",2019-08-04T13:35:31+0000,Be a Hero PAC. Not authorized by any candidate or candidate’s committee.,100,499,10000,49999,0.007972,Alabama,0.034242,Pennsylvania,0.006522,Nevada,0.007338,New Hampshire,0.019839,New Jersey,0.010961,New Mexico,0.061419,New York,0.035329,North Carolina,0.001178,North Dakota,0.023915,Ohio,0.009602,Oklahoma,0.031525,Oregon,0.003624,Rhode Island,0.004982,Montana,0.013769,South Carolina,0.002084,South Dakota,0.014947,Tennessee,0.054081,Texas,0.004258,Utah,0.005073,Vermont,0.025455,Virginia,0.052088,Washington,0.005345,West Virginia,0.018933,Wisconsin,0.003986,Nebraska,0.016578,Missouri,0.003986,Alaska,0.005345,Idaho,0.030438,Arizona,0.005707,Arkansas,0.13715,California,0.026452,Colorado,0.011595,Connecticut,0.005164,Delaware,0.005073,"Washington, District of Columbia",0.056889,Florida,0.022013,Georgia,0.004348,Hawaii,0.037594,Illinois,0.002627,Mississippi,0.015762,Indiana,0.013588,Iowa,0.008878,Kansas,0.010327,Kentucky,0.006251,Louisiana,0.010236,Maine,0.019295,Maryland,0.031072,Massachusetts,0.031072,Michigan,0.022103,Minnesota,0.001993,Wyoming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"On Saturday, a right-wing terrorist shot up a Walmart in Texas. Hours later, there was another shooting in Ohio. Republican senators immediately jumped in to offer their thoughts and prayers. But not a single one of them will do anything about the epidemic of gun violence.

Here’s your chance to fight the NRA, and we need all hands on deck: We setup a page to donate to the future Democratic opponents of ten Republican senators who took NRA money. All donations will go straight to the Democratic nominees in each race. Please rush a donation right now:",2019-08-04T13:35:31+0000,Be a Hero PAC. Not authorized by any candidate or candidate’s committee.,100,499,5000,9999,0.007005,Alabama,0.037279,Pennsylvania,0.005936,Nevada,0.006767,New Hampshire,0.022913,New Jersey,0.015553,New Mexico,0.058055,New York,0.028137,North Carolina,0.001781,North Dakota,0.020658,Ohio,0.008904,Oklahoma,0.035379,Oregon,0.002493,Rhode Island,0.004749,Montana,0.010329,South Carolina,0.002612,South Dakota,0.011397,Tennessee,0.052594,Texas,0.007242,Utah,0.003562,Vermont,0.031818,Virginia,0.052832,Washington,0.004511,West Virginia,0.018877,Wisconsin,0.002849,Nebraska,0.018402,Missouri,0.002731,Alaska,0.006648,Idaho,0.039297,Arizona,0.005936,Arkansas,0.141992,California,0.031699,Colorado,0.015671,Connecticut,0.00368,Delaware,0.00463,"Washington, District of Columbia",0.055087,Florida,0.016146,Georgia,0.005224,Hawaii,0.028019,Illinois,0.001781,Mississippi,0.01579,Indiana,0.011872,Iowa,0.007717,Kansas,0.011516,Kentucky,0.006174,Louisiana,0.009023,Maine,0.023151,Maryland,0.031699,Massachusetts,0.026356,Michigan,0.023982,Minnesota,0.001543,Wyoming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"On Saturday, a right-wing terrorist shot up a Walmart in Texas. Hours later, there was another shooting in Ohio. Republican senators immediately jumped in to offer their thoughts and prayers. But not a single one of them will do anything about the epidemic of gun violence.

Here’s your chance to fight the NRA, and we need all hands on deck: We setup a page to donate to the future Democratic opponents of ten Republican senators who took NRA money. All donations will go straight to the Democratic nominees in each race. Please rush a donation right now:",2019-08-04T13:35:31+0000,Be a Hero PAC. Not authorized by any candidate or candidate’s committee.,100,499,5000,9999,0.000216,North Dakota,0.028744,Pennsylvania,0.003242,Nebraska,0.004322,Nevada,0.010158,New Hampshire,0.029825,New Jersey,0.010806,New Mexico,0.101794,New York,0.01837,North Carolina,0.021612,Ohio,0.001945,Oklahoma,0.027664,Oregon,0.005619,Rhode Island,0.010374,Missouri,0.0067,South Carolina,0.001081,South Dakota,0.007997,Tennessee,0.040199,Texas,0.004322,Utah,0.008213,Vermont,0.024638,Virginia,0.049492,Washington,0.001729,West Virginia,0.012103,Wisconsin,0.003026,Montana,0.001729,Mississippi,0.004539,Alabama,0.004755,Hawaii,0.003458,Alaska,0.01729,Arizona,0.004755,Arkansas,0.185433,California,0.023341,Colorado,0.017938,Connecticut,0.003458,Delaware,0.009293,"Washington, District of Columbia",0.041712,Florida,0.016858,Georgia,0.00389,Idaho,0.016209,Minnesota,0.032418,Illinois,0.008213,Indiana,0.004755,Iowa,0.006484,Kansas,0.007997,Kentucky,0.00281,Louisiana,0.034364,Maine,0.024638,Maryland,0.063108,Massachusetts,0.02507,Michigan,0.001297,Wyoming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"On Saturday, a right-wing terrorist shot up a Walmart in Texas. Hours later, there was another shooting in Ohio. Republican senators immediately jumped in to offer their thoughts and prayers. But not a single one of them will do anything about the epidemic of gun violence.

Here’s your chance to fight the NRA, and we need all hands on deck: We setup a page to donate to the future Democratic opponents of ten Republican senators who took NRA money. All donations will go straight to the Democratic nominees in each race. Please rush a donation right now:",2019-08-04T13:35:31+0000,Be a Hero PAC. Not authorized by any candidate or candidate’s committee.,0,99,0,999,0.007692,Connecticut,0.023077,Minnesota,0.015385,Hawaii,0.007692,Wisconsin,0.038462,Washington,0.023077,Virginia,0.023077,Texas,0.030769,Pennsylvania,0.015385,Oregon,0.030769,Ohio,0.015385,North Carolina,0.138462,New York,0.023077,New Jersey,0.015385,New Hampshire,0.007692,Montana,0.007692,Missouri,0.023077,Michigan,0.007692,Oklahoma,0.084615,Massachusetts,0.030769,Maryland,0.015385,Iowa,0.038462,Illinois,0.023077,Georgia,0.007692,Florida,0.023077,"Washington, District of Columbia",0.253846,California,0.007692,Arkansas,0.023077,Arizona,0.007692,Alabama,0.007692,Rhode Island,0.007692,Vermont,0.007692,Tennessee,0.007692,South Carolina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"On Saturday, a right-wing terrorist shot up a Walmart in Texas. Hours later, there was another shooting in Ohio. Republican senators immediately jumped in to offer their thoughts and prayers. But not a single one of them will do anything about the epidemic of gun violence.

Here’s your chance to fight the NRA, and we need all hands on deck: We setup a page to donate to the future Democratic opponents of ten Republican senators who took NRA money. All donations will go straight to the Democratic nominees in each race. Please rush a donation right now:",2019-08-04T13:35:31+0000,Be a Hero PAC. Not authorized by any candidate or candidate’s committee.,100,499,10000,49999,0.008554,Alabama,0.041058,Pennsylvania,0.007896,Nevada,0.007698,New Hampshire,0.018226,New Jersey,0.009475,New Mexico,0.058363,New York,0.033031,North Carolina,0.001842,North Dakota,0.027043,Ohio,0.010265,Oklahoma,0.028359,Oregon,0.004079,Rhode Island,0.004145,Montana,0.01112,South Carolina,0.002895,South Dakota,0.017371,Tennessee,0.054678,Texas,0.008356,Utah,0.005527,Vermont,0.026714,Virginia,0.041124,Washington,0.004408,West Virginia,0.022437,Wisconsin,0.006975,Nebraska,0.01941,Missouri,0.0025,Alaska,0.004935,Idaho,0.024016,Arizona,0.006711,Arkansas,0.12074,California,0.022898,Colorado,0.012304,Connecticut,0.002961,Delaware,0.004343,"Washington, District of Columbia",0.063627,Florida,0.022174,Georgia,0.005001,Hawaii,0.038097,Illinois,0.002961,Mississippi,0.019476,Indiana,0.012436,Iowa,0.010001,Kansas,0.015002,Kentucky,0.005593,Louisiana,0.009475,Maine,0.022832,Maryland,0.031254,Massachusetts,0.033491,Michigan,0.024214,Minnesota,0.001908,Wyoming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"On Saturday, a right-wing terrorist shot up a Walmart in Texas. Hours later, there was another shooting in Ohio. Republican senators immediately jumped in to offer their thoughts and prayers. But not a single one of them will do anything about the epidemic of gun violence.

Here’s your chance to fight the NRA, and we need all hands on deck: We setup a page to donate to the future Democratic opponents of ten Republican senators who took NRA money. All donations will go straight to the Democratic nominees in each race. Please rush a donation right now:",2019-08-04T13:35:31+0000,Be a Hero PAC. Not authorized by any candidate or candidate’s committee.,500,999,10000,49999,0.004112,Alabama,0.03579,Pennsylvania,0.006747,Nevada,0.008225,New Hampshire,0.025059,New Jersey,0.011245,New Mexico,0.078455,New York,0.031035,North Carolina,0.000835,North Dakota,0.024353,Ohio,0.004948,Oklahoma,0.029557,Oregon,0.005012,Rhode Island,0.004755,Montana,0.008803,South Carolina,0.001928,South Dakota,0.010859,Tennessee,0.046778,Texas,0.005526,Utah,0.007004,Vermont,0.030907,Virginia,0.047549,Washington,0.002891,West Virginia,0.017477,Wisconsin,0.003598,Nebraska,0.014393,Missouri,0.005526,Alaska,0.004241,Idaho,0.029172,Arizona,0.003984,Arkansas,0.156975,California,0.028336,Colorado,0.016706,Connecticut,0.003534,Delaware,0.008546,"Washington, District of Columbia",0.047356,Florida,0.017542,Georgia,0.004241,Hawaii,0.03669,Illinois,0.001414,Mississippi,0.012787,Indiana,0.009574,Iowa,0.006683,Kansas,0.010281,Kentucky,0.004498,Louisiana,0.009445,Maine,0.022296,Maryland,0.040545,Massachusetts,0.029557,Michigan,0.020305,Minnesota,0.001928,Wyoming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
